v1,v2,v3,J,Ka,Kc,E,unc
0,3,0,11,8,3,5078.721200,1767.8
0,4,0,8,2,7,5080.441397,1745.3
1,2,0,3,1,2,5082.145128,992.7
0,2,0,21,2,19,5084.497250,923.2
0,2,0,21,3,19,5084.539977,684.5
0,2,0,14,12,3,5084.781431,987.0
0,2,0,14,12,2,5084.781431,987.0
0,1,0,20,12,8,5088.870243,640.6
0,1,1,10,7,4,5089.908146,909.2
0,1,1,10,7,3,5089.908282,704.6
0,2,0,19,6,14,5090.390034,958.3
0,0,1,21,1,21,5091.626797,2500.0
0,0,1,21,0,21,5091.628759,598.1
1,1,0,13,3,10,5092.909935,993.8
0,2,0,17,9,9,5096.379379,846.6
0,2,0,17,9,8,5096.389584,1006.6
0,4,0,6,4,2,5097.521512,1180.7
0,2,0,22,2,21,5097.946437,6474.5
0,2,0,22,1,21,5097.956359,1397.1
0,1,0,23,7,16,5100.455224,577.1
0,1,1,9,8,1,5100.566017,912.7
0,1,1,9,8,2,5100.566524,577.4
0,1,1,12,4,8,5100.702558,941.1
1,0,0,17,8,9,5101.694257,1191.8
1,0,0,17,8,10,5103.002898,550.9
0,3,0,14,5,10,5103.958137,1067.3
1,2,0,4,0,4,5104.655843,936.7
0,2,1,0,0,0,5105.384472,1821.5
0,1,1,11,6,6,5105.395895,981.5
0,1,1,11,6,5,5105.606597,903.8
1,2,0,4,1,4,5108.245050,1073.1
1,0,0,18,6,12,5109.507573,1260.5
1,2,0,3,2,2,5109.859601,1028.7
1,1,0,13,4,10,5110.312279,1754.8
0,1,0,25,3,22,5110.933100,987.0
0,1,0,25,4,22,5110.965759,930.4
1,2,0,3,2,1,5111.962794,1228.0
0,3,0,14,5,9,5114.863554,1061.2
0,2,0,13,13,1,5116.531875,987.0
0,2,0,13,13,0,5116.531875,987.0
0,0,1,16,9,8,5117.448050,523.0
0,2,1,1,0,1,5117.449928,976.6
0,0,1,16,9,7,5117.461144,900.0
0,2,0,19,6,13,5121.516191,886.0
1,0,0,20,2,18,5123.439928,787.2
1,0,0,20,3,18,5123.463508,1129.7
0,1,1,13,2,11,5124.929787,947.9
0,0,0,22,16,6,5125.002183,987.0
0,0,0,22,16,7,5125.002183,987.0
0,1,1,13,3,11,5125.577388,570.3
0,4,0,8,2,6,5125.846829,1138.7
0,3,0,10,9,2,5126.164292,987.0
0,3,0,10,9,1,5126.164292,987.0
0,2,1,1,1,1,5127.389636,1210.7
0,2,1,1,1,0,5130.083424,931.8
1,1,0,11,7,4,5131.761555,1364.3
1,1,0,11,7,5,5131.788920,977.1
1,1,0,10,8,3,5132.688185,707.1
1,1,0,10,8,2,5132.689350,568.1
1,2,0,4,1,3,5134.239432,819.0
0,0,0,27,7,20,5137.591763,1314.5
0,0,0,26,10,17,5138.805308,674.6
0,2,1,2,0,2,5141.096974,1077.8
0,0,0,26,10,16,5141.200460,987.0
1,0,0,14,12,2,5142.039986,987.0
1,0,0,14,12,3,5142.039986,978.0
0,3,0,15,3,12,5142.731620,1015.1
1,1,0,12,6,6,5144.443286,542.6
0,0,0,30,2,28,5145.421800,964.1
1,1,0,12,6,7,5146.413244,511.1
0,2,0,18,8,11,5147.795543,878.3
0,2,0,18,8,10,5148.198260,706.2
0,2,1,2,1,2,5148.835216,753.0
1,0,0,15,11,5,5149.782885,605.7
0,1,0,21,11,11,5149.920868,633.9
0,1,0,21,11,10,5149.922593,980.6
1,1,0,13,4,9,5152.296385,650.0
0,4,0,5,5,1,5153.494438,2037.1
0,2,1,2,1,1,5156.908724,909.5
1,0,0,13,13,1,5157.377700,987.0
1,0,0,13,13,0,5157.377700,997.0
1,2,0,4,2,3,5157.428861,828.9
1,2,0,5,0,5,5157.988234,1094.1
1,2,0,5,1,5,5160.005761,867.8
1,1,0,9,9,0,5161.040703,977.0
1,1,0,9,9,1,5161.040703,977.0
0,3,0,15,4,12,5162.104680,961.1
0,1,1,14,1,13,5162.336896,1390.1
0,1,1,14,2,13,5162.362171,953.1
1,2,0,4,2,2,5163.282221,907.1
0,0,1,18,5,13,5163.384422,601.6
0,0,0,28,5,23,5165.296653,2798.3
1,0,0,21,2,20,5165.339806,727.5
1,0,0,21,1,20,5165.340727,1509.1
0,1,1,12,5,8,5165.521039,936.3
0,0,0,28,6,23,5165.785342,2291.0
0,0,0,27,8,20,5165.791969,1358.6
0,1,0,26,3,24,5167.525369,5225.9
0,1,0,26,2,24,5167.538294,862.0
0,4,0,10,0,10,5167.693645,1001.2
1,1,0,14,2,12,5167.764450,4225.3
0,4,0,10,1,10,5167.936420,1143.4
1,2,0,3,3,1,5168.184060,910.7
1,2,0,3,3,0,5168.234856,1048.3
1,1,0,14,3,12,5169.139724,1701.1
0,1,1,15,0,15,5169.507761,505.1
0,1,1,15,1,15,5169.508335,707.1
0,1,1,12,5,7,5169.836781,992.3
0,0,0,25,12,14,5173.142345,529.5
0,0,0,25,12,13,5173.153178,680.8
0,0,1,19,3,16,5175.020269,997.6
0,4,0,9,1,8,5175.106315,1277.1
0,0,1,19,4,16,5175.140455,545.9
0,2,1,3,0,3,5175.458235,843.6
0,4,0,8,3,6,5175.618264,1898.5
1,0,0,19,4,15,5180.290762,1105.4
0,1,0,28,0,28,5180.412340,1063.6
1,0,0,16,10,6,5180.481344,612.6
1,0,0,16,10,7,5180.481673,1039.2
0,2,1,3,1,3,5180.717922,925.2
1,0,0,22,0,22,5180.845914,695.0
1,0,0,18,7,12,5181.553952,926.3
0,2,0,20,4,16,5182.247324,674.4
0,4,0,9,2,8,5183.095504,1065.7
0,1,0,24,5,19,5183.477320,897.0
0,4,0,7,4,4,5184.192669,1129.4
0,4,0,7,4,3,5184.520197,2182.2
1,0,0,19,5,15,5184.605453,553.5
0,3,0,18,0,18,5186.378527,889.4
0,3,0,18,1,18,5186.390095,3597.4
0,2,1,2,2,1,5186.530122,935.0
0,4,0,8,3,5,5186.574992,1130.1
0,2,1,2,2,0,5187.007115,1083.0
0,0,0,23,15,9,5188.029138,601.5
0,0,1,17,8,10,5188.695027,597.6
0,0,1,17,8,9,5189.160740,986.0
0,1,0,24,6,19,5189.366600,897.0
0,2,0,20,5,16,5191.374249,913.3
0,1,0,27,2,26,5192.594823,1073.0
0,1,0,23,8,16,5193.303356,520.4
0,2,1,3,1,2,5196.785615,798.9
1,2,0,5,1,4,5198.168877,966.7
1,1,0,15,1,14,5202.915455,1202.2
1,1,0,15,2,14,5202.993989,846.2
1,1,0,13,5,9,5204.900637,1013.6
0,3,0,16,2,14,5205.447900,1030.5
0,1,0,23,8,15,5205.798988,886.9
1,0,0,18,7,11,5205.998149,991.9
1,1,0,16,1,16,5206.244581,1461.4
1,1,0,16,0,16,5208.122277,2058.8
0,3,0,16,3,14,5209.054391,4631.0
1,1,0,13,5,8,5210.422557,1339.4
0,1,1,13,3,10,5210.803414,511.7
0,0,1,14,12,2,5216.012431,578.0
0,0,1,14,12,3,5216.012431,578.0
1,2,0,5,2,4,5216.302267,916.4
1,2,0,4,3,2,5216.807872,927.2
1,2,0,4,3,1,5217.213336,975.2
0,3,0,13,7,6,5218.135515,1329.0
0,3,0,13,7,7,5218.196943,1069.2
0,3,0,17,1,16,5218.808751,1401.2
0,3,0,17,2,16,5218.859293,957.4
0,2,1,4,0,4,5219.695045,951.8
1,2,0,6,0,6,5220.385921,999.5
0,0,1,13,13,1,5221.294105,588.0
0,0,1,13,13,0,5221.294105,588.0
1,2,0,6,1,6,5221.448164,1062.1
0,2,1,4,1,4,5222.764082,760.1
0,2,1,3,2,2,5222.773371,814.9
0,1,1,10,8,3,5223.263203,939.1
0,1,1,10,8,2,5223.263697,577.4
0,3,0,15,4,11,5224.273128,1957.8
0,1,1,11,7,5,5224.624700,2449.9
0,1,1,11,7,4,5224.637273,572.4
0,2,1,3,2,1,5225.055911,802.3
0,3,0,12,8,4,5227.471072,1049.0
0,3,0,12,8,5,5227.480300,2500.0
0,4,0,6,5,1,5227.783539,1884.8
0,2,0,19,7,13,5228.368370,719.8
1,2,0,5,2,3,5228.517996,1035.7
0,0,1,15,11,4,5230.029514,570.4
0,1,1,13,4,10,5230.388221,509.7
0,0,1,18,6,12,5231.582246,650.4
0,0,0,27,8,19,5232.886805,949.7
0,1,0,22,10,13,5234.087637,649.6
0,1,0,22,10,12,5234.182297,477.7
0,2,0,19,7,12,5234.192403,810.8
1,0,0,17,9,8,5236.222377,641.8
1,0,0,17,9,9,5236.269939,563.5
0,3,0,14,6,9,5237.986704,1888.0
0,3,0,14,6,8,5239.340252,880.6
0,1,0,17,16,1,5242.426125,588.0
0,1,0,17,16,2,5242.426125,588.0
0,1,0,18,15,4,5243.912759,588.0
0,1,0,18,15,3,5243.912759,588.0
0,0,1,20,2,18,5244.054021,934.1
0,0,1,20,3,18,5244.057930,543.8
0,4,0,9,2,7,5244.443215,1206.0
0,1,1,9,9,0,5246.883528,588.0
0,1,1,9,9,1,5246.883528,588.0
0,2,1,4,1,3,5249.212082,864.8
0,1,1,12,6,7,5252.400293,900.1
0,1,1,12,6,6,5252.950816,548.6
0,1,0,19,14,5,5260.195290,588.0
0,1,0,19,14,6,5260.196816,669.1
0,0,1,16,10,7,5262.510841,939.7
0,3,0,11,9,3,5263.129803,1027.8
1,1,0,14,3,11,5264.936332,1088.2
0,0,0,24,14,10,5267.342847,569.3
1,1,0,11,8,4,5268.043346,610.3
1,1,0,11,8,3,5268.053712,706.5
0,0,0,20,19,2,5268.502568,677.0
0,0,0,20,19,1,5268.502568,677.0
0,2,0,16,11,6,5268.589286,1800.0
0,2,0,16,11,5,5268.592242,566.1
0,1,1,13,4,9,5270.323351,916.1
0,2,1,4,2,3,5270.685023,753.7
0,2,0,21,3,18,5270.945266,1128.7
0,2,0,15,12,4,5271.127339,637.2
0,2,0,21,4,18,5271.602601,814.3
0,2,1,5,0,5,5272.814913,810.3
1,2,0,6,1,5,5273.025524,894.3
0,2,1,5,1,5,5274.717644,837.5
1,0,0,19,5,14,5276.069905,724.4
1,1,0,14,4,11,5276.611715,2035.2
0,4,0,11,0,11,5276.644041,1248.6
0,4,0,11,1,11,5276.774947,951.6
0,2,1,4,2,2,5276.980961,833.0
1,0,0,20,3,17,5277.181615,832.9
1,0,0,20,4,17,5277.683616,883.5
1,2,0,5,3,3,5278.036621,1098.2
0,2,1,3,3,1,5278.460382,1018.7
0,2,1,3,3,0,5278.514564,824.3
1,2,0,5,3,2,5279.065766,2331.0
1,1,0,12,7,5,5279.613864,526.6
0,2,0,17,10,7,5279.668194,1271.8
0,2,0,17,10,8,5279.668666,581.1
1,1,0,12,7,6,5279.717764,1323.4
0,4,0,8,4,5,5283.447894,1351.9
0,1,1,14,2,12,5283.776823,876.8
0,1,1,14,3,12,5284.254942,989.2
0,4,0,8,4,4,5284.401680,1910.0
1,1,0,10,9,2,5284.473088,707.1
1,1,0,10,9,1,5284.476390,2333.5
0,4,0,9,3,7,5285.464181,1551.5
0,0,1,18,7,12,5285.549462,574.5
1,2,0,6,2,5,5286.127257,927.8
0,0,1,21,1,20,5287.405985,577.2
0,3,0,15,5,11,5288.642800,643.5
0,0,0,29,5,25,5289.622510,1756.4
0,4,0,10,1,9,5290.622119,1127.4
1,0,0,18,8,11,5291.068977,560.6
0,2,0,14,13,2,5291.239203,677.0
0,2,0,14,13,1,5291.239203,677.0
2,0,0,0,0,0,5291.721700,2000.0
0,2,0,20,5,15,5291.773324,856.5
1,2,0,7,0,7,5291.876378,932.5
1,2,0,7,1,7,5292.412227,1040.5
0,1,0,20,13,8,5292.990130,677.0
0,1,0,20,13,7,5292.991755,830.9
0,4,0,10,2,9,5295.678046,1372.1
1,2,0,4,4,1,5296.066073,1153.3
1,2,0,4,4,0,5296.066423,996.4
0,0,1,19,4,15,5300.496447,501.6
1,0,0,19,6,14,5300.564346,643.6
0,2,0,24,0,24,5300.948748,1213.0
0,0,1,19,5,15,5301.531048,554.4
0,0,0,21,18,4,5302.067889,877.0
0,0,0,21,18,3,5302.067889,877.0
2,0,0,1,0,1,5303.527465,1414.2
0,0,0,26,11,16,5303.769190,317.2
0,1,1,13,5,9,5303.829995,612.9
0,0,0,26,11,15,5304.054807,549.8
0,1,0,25,4,21,5304.081300,956.1
0,1,0,25,5,21,5304.519800,714.6
0,4,0,9,3,6,5304.552180,1823.7
0,0,1,22,1,22,5304.651753,656.8
1,1,0,13,6,8,5306.725436,580.7
0,3,0,15,5,10,5306.982312,1426.1
1,2,0,6,2,4,5307.363830,698.5
0,1,0,24,6,18,5308.868710,514.1
0,0,0,27,9,19,5309.920672,928.7
2,0,0,1,1,1,5311.367840,1066.2
0,2,1,5,1,4,5313.427809,772.3
2,0,0,1,1,0,5313.756542,1230.9
0,4,0,7,5,3,5314.495210,1397.9
0,4,0,7,5,2,5314.524279,12497.3
0,2,0,18,9,10,5316.758989,1027.8
0,2,0,18,9,9,5316.788099,705.5
0,2,0,22,2,20,5319.216804,1475.9
0,2,0,22,3,20,5319.252968,1064.8
0,1,1,15,1,14,5319.607046,565.2
0,1,1,15,2,14,5319.622660,545.4
1,0,0,18,8,10,5321.351857,516.7
0,3,0,10,10,0,5321.974987,488.8
0,3,0,10,10,1,5321.974987,669.3
0,0,1,17,9,9,5323.830752,550.3
0,0,1,17,9,8,5323.869753,547.6
0,0,1,18,7,11,5324.224920,622.5
0,1,1,16,1,16,5325.518585,704.2
1,1,0,13,6,7,5326.182251,1067.4
1,0,0,15,12,3,5326.669164,46.9
1,0,0,15,12,4,5326.669164,718.5
2,0,0,2,0,2,5326.672487,1148.7
0,2,1,4,3,2,5327.724092,774.3
0,2,1,4,3,1,5328.091345,880.3
0,2,1,5,2,4,5329.930602,785.5
0,2,0,23,2,22,5331.025092,5546.5
0,2,0,23,1,22,5331.054154,6620.9
1,0,0,14,13,2,5331.670303,613.8
1,0,0,14,13,1,5331.670303,911.6
0,0,0,27,9,18,5331.958560,1443.4
1,1,0,14,4,10,5332.378570,1397.5
0,2,0,20,6,15,5332.576687,787.6
2,0,0,2,1,2,5332.594464,1154.7
0,0,0,28,6,22,5334.171946,1751.6
0,1,1,13,5,8,5334.808624,965.1
0,2,1,6,0,6,5335.332268,1019.5
1,1,0,15,2,13,5335.512471,1645.8
1,1,0,15,3,13,5336.329637,1075.6
0,2,1,6,1,6,5336.377527,726.5
0,0,0,28,7,22,5337.871642,1250.0
0,1,0,24,7,18,5338.528000,389.8
0,3,0,16,3,13,5339.036697,829.5
2,0,0,2,1,1,5339.753472,1048.3
0,2,1,5,2,3,5342.937566,788.4
0,1,0,21,12,10,5344.198402,639.4
0,1,0,23,9,15,5344.740923,548.0
1,0,0,16,11,5,5345.297719,646.6
1,0,0,21,2,19,5345.311904,1414.5
1,0,0,21,3,19,5345.331449,787.1
0,1,0,23,9,14,5346.638125,676.5
0,0,0,22,17,6,5347.061737,338.8
0,0,0,22,17,5,5347.061737,1259.7
1,0,0,19,6,13,5348.183047,1732.8
1,2,0,6,3,4,5351.101327,894.4
0,3,0,16,4,13,5352.232129,1046.1
1,2,0,6,3,3,5354.321820,899.8
1,2,0,5,4,2,5356.983477,1317.0
1,2,0,5,4,1,5356.996184,3447.2
1,2,0,7,1,6,5357.828483,1000.2
0,1,1,11,8,4,5358.136644,577.4
0,1,1,11,8,3,5358.137129,913.5
2,0,0,3,0,3,5360.319078,1338.1
2,0,0,2,2,1,5363.187320,1230.9
2,0,0,2,2,0,5363.651887,1145.7
2,0,0,3,1,3,5364.158876,908.0
0,0,0,25,13,13,5364.890746,519.3
0,0,0,25,13,12,5364.891740,692.1
1,2,0,7,2,6,5366.531980,683.7
1,1,0,16,1,15,5369.173509,1103.9
1,1,0,16,2,15,5369.322292,1619.7
0,3,0,19,0,19,5369.651733,2250.3
0,3,0,19,1,19,5369.651883,1029.9
0,1,1,10,9,2,5369.948712,931.5
0,1,1,10,9,1,5369.948721,577.4
0,1,1,12,7,6,5371.589736,983.8
0,1,1,12,7,5,5371.627722,525.5
1,1,0,17,1,17,5371.971420,1315.1
1,2,0,8,0,8,5372.533760,862.9
1,2,0,8,1,8,5372.796558,1060.9
1,0,1,0,0,0,5373.902132,1951.1
0,4,0,10,2,8,5374.233828,1108.8
1,1,0,14,5,10,5375.581791,2260.0
0,2,0,20,6,14,5376.903971,690.7
2,0,0,3,1,2,5378.399842,1140.7
0,4,0,6,6,0,5379.631173,1522.9
0,2,0,19,8,12,5380.266676,1020.2
0,2,0,19,8,11,5381.110308,893.8
0,1,1,14,3,11,5382.466964,788.4
1,0,1,1,0,1,5385.789627,1561.7
1,0,0,22,2,21,5387.173946,2500.0
1,0,0,22,1,21,5387.180812,717.1
1,0,0,17,10,7,5387.312175,1037.2
1,0,0,17,10,8,5387.314714,651.2
0,0,0,30,3,27,5387.974114,1567.5
0,3,0,13,8,6,5388.335637,1097.8
0,3,0,13,8,5,5388.350068,2500.0
0,2,1,6,1,5,5388.439889,840.4
0,2,1,5,3,3,5389.343731,863.9
0,1,0,26,3,23,5390.679794,1828.7
0,1,0,26,4,23,5390.697597,1231.6
0,2,1,5,3,2,5390.734502,719.2
0,3,0,14,7,7,5390.824627,964.1
0,3,0,14,7,8,5391.232696,2849.9
1,0,1,1,1,1,5393.284776,1284.7
0,0,1,14,13,2,5394.026899,835.0
0,0,1,14,13,1,5394.026899,285.3
0,4,0,12,0,12,5394.777191,1234.3
0,4,0,12,1,12,5394.853067,1702.5
0,4,0,9,4,6,5395.121019,1308.2
1,0,1,1,1,0,5395.717511,1542.7
0,3,0,17,2,15,5396.851510,872.1
0,4,0,9,4,5,5397.435431,3585.9
0,0,1,20,3,17,5397.468482,705.6
0,0,1,20,4,17,5397.527840,556.3
0,3,0,17,3,15,5397.777566,903.5
2,0,0,3,2,2,5398.590218,789.1
1,2,0,7,2,5,5398.991220,1355.9
0,0,1,19,5,14,5399.776415,540.0
0,0,1,15,12,3,5399.784286,536.3
0,0,1,15,12,4,5399.784286,21.2
0,2,1,6,2,5,5400.138486,767.1
2,0,0,3,2,1,5400.796322,1000.0
0,1,1,14,4,11,5402.129442,576.8
0,1,0,24,7,17,5402.240990,698.8
1,0,0,23,1,23,5402.406996,2083.4
1,0,0,23,0,23,5402.417095,2500.0
0,2,1,4,4,1,5403.172769,880.5
0,2,1,4,4,0,5403.177688,1324.5
2,0,0,4,0,4,5403.638600,927.3
0,0,0,23,16,8,5405.107321,894.4
0,0,0,23,16,7,5405.107321,230.8
2,0,0,4,1,4,5405.806881,1000.0
0,3,0,18,1,17,5405.984510,1067.5
0,3,0,18,2,17,5406.012488,1089.0
0,4,0,10,3,8,5406.524848,1216.2
0,2,1,7,0,7,5406.944424,782.5
0,0,1,18,8,11,5407.218627,505.3
0,0,1,19,6,14,5407.481825,678.6
0,2,1,7,1,7,5407.782816,712.2
0,0,1,18,8,10,5408.238068,597.6
1,0,1,2,0,2,5409.049644,1104.3
0,1,1,13,6,8,5411.696528,582.0
0,3,0,12,9,3,5412.232926,1121.9
1,0,0,19,7,13,5412.415707,515.8
1,0,0,20,4,16,5412.865554,797.1
0,1,1,13,6,7,5412.965843,757.2
0,4,0,8,5,4,5413.681541,3146.9
0,4,0,8,5,3,5413.700554,1556.8
1,0,1,2,1,2,5414.636409,1215.2
0,4,0,11,1,10,5414.883279,2108.5
1,0,0,20,5,16,5415.234098,996.4
1,1,0,12,8,5,5415.495016,2500.0
1,1,0,12,8,4,5415.524301,1341.0
0,1,0,22,11,12,5416.092843,666.7
0,1,0,22,11,11,5416.098536,640.4
0,4,0,11,2,10,5417.984600,965.8
1,1,0,11,9,2,5420.033810,707.1
1,1,0,11,9,3,5420.033966,584.6
1,0,1,2,1,1,5421.926241,1035.8
0,2,1,6,2,4,5422.545326,791.5
0,3,0,15,6,10,5423.307576,1559.5
0,0,1,16,11,6,5424.942959,524.3
0,3,0,15,6,9,5426.118041,1519.3
2,0,0,4,1,3,5429.201856,909.9
1,2,0,6,4,3,5430.307476,1407.1
1,2,0,6,4,2,5430.393852,906.6
0,2,0,21,4,17,5430.852147,1255.8
0,3,0,16,4,12,5431.812211,972.4
1,2,0,7,3,5,5436.131750,844.8
0,4,0,10,3,7,5436.689222,2008.0
0,2,0,21,5,17,5436.781493,759.9
1,0,0,19,7,12,5438.195147,895.3
1,1,0,13,7,6,5439.711171,1279.2
1,1,0,13,7,7,5440.007612,979.5
1,0,1,3,0,3,5442.631253,7208.7
1,2,0,7,3,4,5443.522795,861.0
2,0,0,3,3,0,5443.613936,1154.7
2,0,0,3,3,1,5443.726885,1050.0
1,0,1,2,2,1,5444.333776,1193.5
1,0,1,2,2,0,5444.835803,1404.7
1,1,0,15,3,12,5445.348518,1919.9
2,0,0,4,2,3,5445.405410,883.4
1,0,1,3,1,3,5446.367679,1152.0
0,1,0,27,3,25,5447.047097,1009.6
1,1,0,10,10,1,5449.571317,618.5
1,1,0,10,10,0,5449.571317,598.5
2,0,0,4,2,2,5451.423807,1037.5
0,1,1,15,2,13,5451.631990,518.9
0,1,1,14,4,10,5451.759156,553.9
1,2,0,8,1,7,5451.810958,811.9
0,1,1,15,3,13,5451.910828,586.0
1,1,0,15,4,12,5452.822273,1191.4
1,0,0,18,9,9,5454.979950,572.2
1,0,0,18,9,10,5455.109888,818.9
1,2,0,5,5,1,5455.883045,1434.2
2,0,0,5,0,5,5456.193245,1374.1
1,2,0,8,2,7,5457.164953,1034.1
2,0,0,5,1,5,5457.296727,923.6
0,1,0,29,1,29,5457.890216,799.5
0,3,0,11,10,1,5459.432453,206.9
0,3,0,11,10,2,5459.432453,128.1
0,0,0,27,10,18,5460.549174,847.9
1,0,1,3,1,2,5460.853966,1268.2
1,2,0,9,0,9,5462.406964,896.6
1,2,0,9,1,9,5462.533172,887.1
0,2,1,6,3,4,5463.174891,718.2
0,0,0,27,10,17,5464.782824,1031.7
0,2,1,5,4,2,5465.575807,987.6
0,2,1,5,4,1,5465.615839,931.1
0,0,1,21,2,19,5466.452465,594.2
0,0,1,21,3,19,5466.453148,1191.2
0,4,0,7,6,2,5466.494140,1767.8
0,2,1,6,3,3,5467.008669,832.5
0,1,0,18,16,2,5467.905431,747.5
0,1,0,18,16,3,5467.905431,1614.6
0,2,0,16,12,4,5469.148460,536.0
0,0,1,17,10,7,5469.590873,942.8
0,0,1,17,10,8,5469.591227,1039.2
0,1,0,17,17,1,5469.599446,685.2
0,1,0,17,17,0,5469.613194,2500.0
0,1,0,28,1,27,5471.564957,1007.7
0,2,0,20,7,14,5472.686056,844.2
0,0,1,19,6,13,5473.159730,551.3
0,2,1,7,1,6,5473.227537,797.4
0,0,0,28,7,21,5473.681471,2267.2
0,1,0,25,5,20,5474.266500,304.6
0,1,1,14,5,10,5475.676055,943.9
0,2,0,17,11,7,5477.052855,500.5
0,2,0,15,13,3,5477.642098,13.1
0,2,0,15,13,2,5477.642098,341.7
0,0,0,24,15,9,5477.860222,613.8
0,1,0,25,6,20,5478.086500,559.4
1,1,0,14,6,9,5479.205942,1867.7
0,1,0,19,15,5,5479.440857,546.4
0,1,0,19,15,4,5479.440857,289.7
1,0,1,3,2,2,5480.075302,1011.8
0,2,1,7,2,6,5480.935453,749.3
1,0,1,3,2,1,5482.440316,1082.9
0,1,0,24,8,17,5482.472693,700.1
0,2,0,20,7,13,5482.918325,897.3
0,0,0,26,12,15,5483.036440,970.9
0,0,0,26,12,14,5483.058640,655.2
0,3,0,16,5,12,5484.478336,1655.0
1,0,1,4,0,4,5486.064262,1102.7
0,1,1,16,1,15,5486.149740,644.5
0,1,1,16,2,15,5486.154089,939.5
0,0,0,29,5,24,5487.620929,1250.0
0,2,1,8,0,8,5487.758271,868.3
0,2,1,8,1,8,5487.813870,762.3
0,0,0,29,6,24,5487.889862,1207.4
1,0,1,4,1,4,5488.212032,1294.8
0,1,1,17,1,17,5490.808034,577.4
0,1,1,17,0,17,5490.808060,997.8
2,0,0,5,1,4,5491.405362,986.6
2,0,0,4,3,2,5491.639471,1154.7
2,0,0,4,3,1,5491.845338,1078.4
0,0,0,28,8,21,5493.903483,1482.9
1,0,0,14,14,1,5495.372264,745.7
1,0,0,14,14,0,5495.372264,480.6
0,0,0,20,20,0,5498.382450,1494.1
0,0,0,20,20,1,5498.382450,1598.8
1,1,0,14,6,8,5498.765329,1429.3
0,2,0,18,10,8,5500.064897,585.8
0,2,0,18,10,9,5500.066004,1800.0
0,1,0,24,8,16,5502.185382,662.5
2,0,0,5,2,4,5503.316779,917.4
1,2,0,8,2,6,5503.567468,733.7
0,1,1,11,9,2,5505.154885,911.8
0,1,1,12,8,5,5505.156303,937.0
0,1,1,12,8,4,5505.157762,577.4
0,1,0,20,14,6,5505.866418,682.0
1,0,0,21,3,18,5508.423105,1110.7
1,0,0,21,4,18,5508.603897,816.8
0,0,1,22,2,21,5509.761967,563.0
0,0,1,22,1,21,5509.762920,1443.4
0,1,0,23,10,14,5511.591613,534.0
0,1,0,23,10,13,5511.794473,626.0
1,0,1,4,1,3,5511.954651,990.7
1,1,0,16,2,14,5512.271890,1336.2
1,1,0,16,3,14,5512.866083,1660.6
0,3,0,16,5,11,5513.146196,1456.4
0,1,1,14,5,9,5514.050694,585.1
0,4,0,11,2,9,5514.262358,1513.3
0,2,1,7,2,5,5515.076330,718.9
2,0,0,5,2,3,5515.561641,872.5
0,0,1,19,7,13,5516.085547,634.9
1,2,0,7,4,4,5516.095360,890.1
0,2,0,22,3,19,5516.219419,899.1
1,2,0,7,4,3,5516.468146,1118.5
0,2,0,22,4,19,5516.607056,1043.0
1,0,0,15,13,3,5517.869744,8.6
1,0,0,15,13,2,5517.869744,333.8
2,0,0,6,0,6,5517.914987,957.4
2,0,0,6,1,6,5518.438468,992.0
0,4,0,10,4,7,5519.082357,2805.9
1,0,0,20,5,15,5521.315669,727.2
0,4,0,13,0,13,5522.110447,1391.8
0,4,0,13,1,13,5522.150154,1090.8
1,0,0,16,12,4,5523.024698,525.0
1,0,1,3,3,1,5523.447467,1223.4
1,0,1,3,3,0,5523.514541,1526.3
1,1,0,15,4,11,5523.924571,2096.2
0,4,0,10,4,6,5524.019352,1470.3
1,0,0,19,8,12,5524.413138,537.4
0,4,0,9,5,5,5525.286754,1269.7
0,4,0,9,5,4,5525.405543,2124.6
0,0,1,23,0,23,5526.915365,27.4
0,0,1,23,1,23,5526.915365,251.3
1,0,1,4,2,3,5527.297845,1167.2
1,2,0,6,5,1,5528.471926,826.1
0,1,1,10,10,1,5528.648604,1589.6
0,1,1,10,10,0,5528.648604,659.5
0,0,2,0,0,0,5529.437629,2500.0
0,1,1,13,7,7,5530.775983,1458.6
0,1,1,13,7,6,5530.892958,811.6
0,0,0,21,19,2,5531.274552,133.1
0,0,0,21,19,3,5531.274552,166.1
1,2,0,8,3,6,5532.777431,1209.8
0,0,1,20,4,16,5532.862691,636.5
0,0,1,20,5,16,5533.533122,940.3
1,0,1,4,2,2,5533.673695,1109.1
1,0,0,20,6,15,5538.217123,712.5
0,4,0,11,3,9,5538.471051,1118.0
1,0,1,5,0,5,5538.699876,3473.6
0,2,0,14,14,0,5538.820400,295.6
0,2,0,14,14,1,5538.820400,146.6
1,0,1,5,1,5,5539.950963,959.2
0,2,1,6,4,3,5540.319602,701.9
0,2,0,25,1,25,5540.406690,829.2
0,2,1,6,4,2,5540.504621,843.8
0,0,2,1,0,1,5541.404004,2500.0
0,0,1,18,9,10,5542.000473,956.1
0,0,1,18,9,9,5542.098984,644.3
1,1,0,17,2,16,5543.827367,1273.0
1,1,0,18,0,18,5546.027786,977.7
1,2,0,8,3,5,5546.855919,827.2
0,4,0,12,1,11,5547.970379,1093.1
0,0,2,1,1,1,5548.575461,2148.8
0,2,0,19,9,11,5548.773943,803.8
0,2,0,19,9,10,5548.838803,945.1
0,1,0,21,13,9,5548.933695,635.0
0,2,1,7,3,5,5548.967823,1119.7
