v1,v2,v3,J,Ka,Kc,E,unc
0,0,1,25,10,15,7534.967466,1080.3
0,0,0,29,17,13,7534.980602,1443.4
0,1,1,19,12,7,7535.238602,849.5
1,3,0,11,7,5,7536.249530,1500.0
1,1,1,12,2,10,7539.074761,577.7
1,1,1,12,3,10,7540.514495,534.6
0,2,1,18,5,13,7541.793941,1538.9
0,0,2,18,2,16,7542.285888,1828.7
0,0,2,18,3,16,7543.361406,2420.8
0,2,1,19,3,16,7544.776513,1797.7
0,2,1,19,4,16,7545.423032,2001.7
0,3,1,13,4,10,7546.994644,1500.0
1,4,0,5,3,3,7547.653363,1500.0
0,2,0,19,18,1,7549.068856,2077.9
0,2,0,19,18,2,7549.068856,760.6
1,1,0,22,8,14,7549.186418,1672.0
0,4,1,3,3,1,7549.384155,842.4
0,4,1,3,3,0,7549.417823,998.5
0,0,1,26,7,19,7550.685059,1933.9
1,1,1,8,8,0,7551.241127,797.2
1,1,1,8,8,1,7551.241426,736.9
2,1,0,12,4,9,7551.476372,1060.7
0,3,0,22,9,14,7551.990747,2287.2
0,1,2,11,2,9,7553.862863,563.7
0,2,0,20,17,4,7554.672858,1666.0
0,2,0,20,17,3,7554.672858,225.5
0,2,0,25,11,15,7556.115060,1767.8
1,4,0,6,2,4,7556.922813,1500.0
0,4,1,5,1,4,7558.093120,1225.2
0,0,2,13,11,3,7558.836350,514.0
0,0,2,13,11,2,7558.836350,684.0
0,1,2,11,3,9,7560.683887,641.2
0,1,1,22,7,15,7561.411266,2500.0
0,2,1,14,11,4,7562.892519,1160.0
0,1,2,9,6,4,7563.758212,801.6
0,1,2,9,6,3,7563.782285,747.7
0,0,1,26,8,19,7565.480506,1315.9
0,0,2,12,12,0,7565.722734,182.9
0,0,2,12,12,1,7565.722734,672.3
0,1,2,8,7,2,7565.869992,866.0
0,1,2,8,7,1,7565.870183,701.1
1,0,1,17,6,11,7566.890785,2500.0
1,3,0,13,5,8,7567.644256,1500.0
0,0,1,24,12,13,7568.379546,564.9
0,0,1,24,12,12,7568.392595,1778.3
1,1,1,11,5,7,7568.486462,607.3
0,2,1,15,10,5,7568.922700,1250.0
1,1,1,11,5,6,7569.752151,938.2
0,0,1,29,2,27,7570.214959,1327.5
0,1,1,24,4,21,7571.856768,2143.7
0,1,1,24,3,21,7572.823488,2249.0
0,0,0,27,20,7,7572.824808,81.5
0,0,0,27,20,8,7572.824808,639.5
0,4,1,6,0,6,7574.951801,1017.3
0,4,0,16,10,6,7575.987584,1607.1
0,4,1,6,1,6,7577.007933,781.1
1,1,1,13,1,12,7577.111316,544.1
1,1,1,13,2,12,7577.276658,560.6
0,3,0,24,5,19,7577.585284,2093.4
1,0,0,23,14,10,7578.697031,882.4
0,0,2,17,4,13,7579.312877,1285.0
0,0,2,14,10,4,7580.398331,1572.4
0,0,1,27,5,22,7581.215553,778.8
0,0,1,27,6,22,7581.737073,1666.8
2,1,0,12,4,8,7581.839510,1060.7
0,0,0,24,24,0,7582.864858,410.0
0,0,0,24,24,1,7582.864858,10.1
0,2,1,13,12,1,7583.181200,1450.2
0,2,1,13,12,2,7583.181200,2423.5
0,0,1,22,15,8,7583.584739,637.8
0,1,0,29,11,19,7583.626837,1767.8
0,4,1,5,2,4,7583.787059,773.2
0,2,1,18,6,13,7584.634943,2097.7
1,1,1,14,0,14,7584.862206,749.1
1,1,1,14,1,14,7584.865084,688.0
0,1,2,10,5,6,7587.054408,898.9
0,0,2,19,2,18,7587.767931,1497.1
0,2,1,22,1,22,7588.870681,1538.2
1,4,0,4,4,1,7590.294685,1500.0
1,4,0,4,4,0,7590.301191,1500.0
0,1,0,30,9,22,7590.834662,2500.0
0,3,1,16,1,16,7591.516636,671.3
0,3,1,16,0,16,7591.516801,866.0
0,3,1,13,4,9,7591.782675,920.1
0,1,1,20,11,10,7591.987842,1071.1
2,2,0,0,0,0,7593.267100,1800.0
0,2,1,16,9,8,7593.271033,1184.7
0,2,1,16,9,7,7593.274956,2500.0
0,1,0,25,17,9,7593.672966,860.1
0,1,2,12,2,11,7594.628200,767.6
2,1,0,10,7,4,7594.742861,1457.9
0,1,2,12,1,11,7595.276014,595.8
0,3,1,14,2,12,7595.363451,824.0
0,1,2,10,5,5,7595.440912,734.3
0,2,1,20,2,18,7595.551997,6669.9
0,2,1,20,3,18,7595.563791,1411.3
0,4,1,5,2,3,7595.875627,696.5
0,0,2,17,5,13,7596.077000,1500.0
1,1,0,21,10,12,7596.150551,2042.4
0,3,0,24,6,19,7596.620541,1767.8
0,3,1,14,3,12,7597.573043,700.8
0,4,1,4,3,2,7599.010567,959.3
0,4,1,4,3,1,7599.259834,1268.1
0,4,0,15,11,5,7600.585547,1767.8
0,2,0,22,15,7,7601.092142,1029.6
1,4,0,7,1,6,7601.299938,1500.0
2,1,0,13,2,11,7604.660808,1500.0
2,2,0,1,0,1,7605.112407,1800.0
0,4,0,21,4,18,7605.217266,3290.3
0,1,2,13,1,13,7605.506276,2693.4
2,1,0,11,6,6,7605.736474,705.9
2,1,0,9,8,1,7605.741670,1500.0
2,1,0,9,8,2,7605.741694,1500.0
2,1,0,11,6,5,7606.106212,670.8
0,0,2,20,0,20,7606.563714,1507.7
0,1,2,13,0,13,7606.758854,708.2
1,4,0,8,0,8,7607.309699,1500.0
2,1,0,13,3,11,7608.131998,718.4
0,0,2,15,9,7,7608.736826,2193.9
1,3,0,14,4,11,7609.255481,1500.0
0,2,0,28,5,23,7609.845825,5764.4
1,1,0,17,15,2,7610.414019,856.5
1,1,0,17,15,3,7610.414019,1643.3
0,2,1,21,2,20,7612.266370,5282.5
0,2,1,21,1,20,7612.685158,5861.4
1,1,0,18,14,4,7612.811120,1487.3
1,1,1,12,3,9,7613.502480,197.1
1,0,0,19,19,1,7614.173729,311.9
1,0,0,19,19,0,7614.173729,1224.4
0,3,1,15,1,14,7614.333535,863.9
0,3,1,15,2,14,7615.309019,1354.5
2,2,0,1,1,1,7615.392000,1800.0
0,4,0,23,2,22,7615.407580,2500.0
0,0,1,30,2,29,7615.686684,1605.4
0,1,2,11,3,8,7616.419480,962.0
1,0,0,25,11,14,7617.595599,2500.0
1,0,0,25,11,15,7617.640925,2120.9
1,1,0,16,16,1,7620.611802,190.4
1,1,0,16,16,0,7620.611802,1411.9
1,0,0,26,9,17,7622.363159,1679.8
1,1,1,12,4,9,7623.947488,611.8
0,3,1,11,7,5,7624.104197,1054.7
0,3,1,11,7,4,7624.105939,822.8
1,3,0,9,9,0,7627.349635,170.3
1,3,0,9,9,1,7627.349635,136.4
0,3,1,12,6,6,7627.416765,866.0
0,3,0,19,13,7,7627.646376,3836.8
1,0,1,20,2,19,7627.900105,4525.1
2,2,0,2,0,2,7628.340111,1039.2
0,3,1,12,6,7,7628.911160,1060.7
0,1,1,25,2,23,7629.815539,1388.8
0,2,1,18,6,12,7629.976500,2500.0
0,1,1,22,8,15,7632.041348,1122.2
1,0,1,18,5,14,7634.073273,5798.1
0,4,1,6,1,5,7634.550241,1122.3
1,3,0,17,1,17,7635.012584,1500.0
1,0,1,18,4,14,7635.054430,4784.4
0,1,1,23,5,18,7636.146368,1081.8
1,1,0,24,4,20,7636.374145,7388.3
2,2,0,2,1,2,7636.444046,1039.2
0,1,0,30,9,21,7637.094971,2500.0
0,4,0,14,12,2,7638.175957,90.2
0,4,0,14,12,3,7638.175957,253.3
1,0,0,20,18,2,7639.281247,0.2
1,0,0,20,18,3,7639.281247,1035.1
0,1,1,23,6,18,7639.473870,1443.4
0,2,1,17,8,10,7640.179596,1443.4
0,2,1,17,8,9,7640.442098,1165.7
2,1,0,14,1,13,7641.408670,1500.0
2,1,0,14,2,13,7641.575271,1060.7
0,1,1,22,8,14,7641.626388,1893.9
0,2,0,27,8,20,7642.107187,2209.0
0,1,0,28,13,16,7642.473942,1767.8
0,1,0,28,13,15,7642.599244,1767.8
0,1,2,11,4,8,7642.623036,711.7
2,2,0,2,1,1,7644.332556,1039.2
1,0,1,21,0,21,7644.797714,2500.0
0,0,1,26,8,18,7645.843112,1261.2
2,1,0,15,0,15,7645.862200,1060.7
2,1,0,15,1,15,7646.187040,976.4
0,2,0,23,14,10,7646.310856,1793.7
0,4,1,7,1,7,7646.366595,1060.7
0,4,1,7,0,7,7646.400063,1009.5
0,3,0,23,8,16,7646.965987,2500.0
0,1,1,27,0,27,7647.836919,996.0
0,3,1,10,8,2,7648.649616,1486.5
0,3,1,10,8,3,7648.649777,923.7
1,1,1,10,7,3,7649.052879,768.1
1,1,1,10,7,4,7649.054925,645.5
1,3,0,15,3,13,7653.128476,1500.0
0,3,0,23,8,15,7654.204774,1767.8
2,1,0,12,5,7,7654.323932,593.1
0,4,1,6,2,5,7654.343044,916.8
0,3,0,20,12,8,7654.381823,1443.4
1,3,0,14,4,10,7655.154034,1500.0
0,0,0,25,23,3,7656.382625,453.4
0,0,0,25,23,2,7656.382625,859.7
0,1,1,26,2,25,7656.383758,1279.6
0,0,2,17,5,12,7657.516248,2182.4
0,0,0,30,16,14,7657.723242,1767.8
1,1,1,9,8,2,7658.198886,710.7
1,1,1,9,8,1,7658.200132,564.4
0,0,1,23,14,9,7658.832900,702.4
0,0,2,16,8,8,7660.568890,1767.8
0,3,1,13,5,9,7660.571699,1389.7
0,4,1,5,3,3,7660.995748,839.1
1,0,0,24,13,11,7661.441993,828.3
0,4,1,5,3,2,7661.908733,1034.4
2,2,0,3,0,3,7662.147207,1039.2
0,0,1,19,19,1,7662.589769,108.4
0,0,1,19,19,0,7662.589769,720.1
0,1,2,11,4,7,7664.177397,1443.4
1,1,1,12,4,8,7665.598666,198.1
0,0,0,28,19,9,7666.194820,954.6
1,1,1,11,6,5,7666.787646,546.3
1,1,1,11,6,6,7666.896424,715.1
0,1,0,26,16,10,7667.350340,1767.8
2,2,0,3,1,3,7667.757824,900.0
0,2,0,26,10,16,7669.675789,2238.9
0,1,1,21,10,11,7670.512384,7267.5
1,2,1,0,0,0,7672.923419,1800.0
2,2,0,2,2,1,7674.981841,1272.8
2,2,0,2,2,0,7675.422481,1039.2
1,0,0,21,17,4,7675.490328,1853.0
1,0,0,21,17,5,7675.490328,852.3
0,4,1,6,2,4,7675.699300,1031.2
0,0,2,18,4,15,7676.154993,2786.1
0,0,2,18,3,15,7677.154095,1103.0
0,1,2,9,7,3,7678.185429,954.9
0,1,2,9,7,2,7678.185691,1060.7
0,2,1,19,4,15,7681.358451,1598.5
2,2,0,3,1,2,7683.460448,1800.0
1,3,0,12,7,6,7683.680104,1500.0
1,3,0,12,7,5,7683.688691,1500.0
0,4,0,13,13,1,7684.395063,475.5
0,4,0,13,13,0,7684.395063,54.2
1,2,1,1,0,1,7684.845229,844.1
0,1,0,22,21,2,7685.950633,966.2
0,1,0,22,21,1,7685.950633,209.9
0,1,1,17,15,2,7686.345095,83.8
0,1,1,17,15,3,7686.345095,114.1
1,2,0,23,1,23,7686.484822,1342.5
1,1,1,13,2,11,7686.881852,546.3
0,1,2,10,6,5,7687.038578,1139.6
0,1,2,10,6,4,7687.131878,838.1
0,1,1,16,16,0,7687.173787,211.3
0,1,1,16,16,1,7687.173787,368.5
0,2,1,19,5,15,7687.486997,1250.0
1,1,1,13,3,11,7687.583575,654.2
0,1,2,8,8,1,7687.931752,571.3
0,1,2,8,8,0,7687.931752,642.1
2,1,0,13,3,10,7689.237978,1500.0
0,0,1,25,11,15,7692.779801,816.4
0,0,1,25,11,14,7693.012500,632.6
0,1,2,12,2,10,7693.235861,1241.8
0,3,1,13,5,8,7693.639347,2025.0
0,0,1,20,18,3,7693.736249,427.5
0,0,1,20,18,2,7693.736249,606.8
1,1,0,22,9,13,7694.227137,1443.4
1,2,1,1,1,1,7694.594691,882.7
0,3,0,21,11,11,7694.754401,1283.0
0,4,1,4,4,0,7696.596266,1800.0
0,4,1,4,4,1,7696.602987,915.6
0,3,0,24,6,18,7696.977798,6913.0
1,4,0,9,1,9,7697.064221,1500.0
1,2,1,1,1,0,7697.276044,693.1
0,3,0,18,14,4,7697.693323,1767.8
0,3,1,9,9,0,7697.998781,596.2
0,3,1,9,9,1,7697.998781,632.8
0,3,0,25,5,21,7698.002718,1379.5
0,1,2,12,3,10,7698.727182,1081.0
0,0,1,26,9,18,7699.905134,1359.6
0,1,1,18,14,5,7699.921552,1118.3
0,3,1,14,3,11,7700.556298,1104.0
0,0,2,17,6,12,7701.282887,1500.0
1,1,0,19,13,7,7701.546140,2992.4
0,3,0,29,1,29,7703.356872,2500.0
0,0,1,28,4,24,7703.643863,1767.8
0,0,1,28,5,24,7703.650252,1108.8
2,2,0,4,0,4,7705.635431,1039.2
2,1,0,13,4,10,7705.686590,1500.0
1,4,0,7,3,5,7706.024206,1500.0
1,2,1,2,0,2,7708.194120,718.3
2,2,0,4,1,4,7709.070168,1272.8
2,2,0,3,2,2,7710.490856,1272.8
0,2,0,24,13,11,7710.740923,1207.0
2,2,0,3,2,1,7712.600344,1039.2
1,1,1,12,5,8,7713.924393,515.9
1,2,0,22,1,21,7714.084572,2430.0
0,2,1,18,7,12,7715.183718,1611.5
1,2,1,2,1,2,7715.775428,647.0
0,0,1,26,9,17,7715.799595,1767.8
0,3,1,14,4,11,7716.218716,1060.7
1,1,1,12,5,7,7718.217317,631.2
0,2,1,18,7,11,7718.548509,4908.5
0,2,0,29,5,25,7720.114654,2500.0
0,4,1,7,1,6,7721.285339,922.6
1,1,0,25,4,22,7721.634834,5181.4
0,0,2,17,6,11,7721.837989,2171.2
0,0,2,13,12,1,7722.972573,385.0
0,0,2,13,12,2,7722.972573,374.8
1,1,1,14,1,13,7723.125462,737.0
1,1,1,14,2,13,7723.319060,735.2
1,2,1,2,1,1,7723.809252,728.9
1,0,0,22,16,7,7724.289588,989.9
1,0,0,22,16,6,7724.289588,117.6
1,0,1,18,5,13,7724.625354,1767.8
0,4,1,8,0,8,7726.779981,5815.8
0,0,2,14,11,3,7727.093964,2333.8
0,4,1,8,1,8,7727.228718,896.2
2,1,0,10,8,2,7727.813242,1500.0
2,1,0,10,8,3,7727.813719,1500.0
0,1,0,23,20,3,7728.048335,468.5
0,1,0,23,20,4,7728.048335,246.0
1,1,0,20,12,8,7728.070611,1443.4
1,1,1,15,0,15,7729.552337,844.8
1,1,1,15,1,15,7729.553020,919.2
0,1,1,19,13,6,7729.583097,1250.0
0,1,2,11,5,7,7730.347553,623.1
0,1,2,13,2,12,7732.408407,645.3
2,1,0,11,7,4,7732.516393,1500.0
0,1,2,13,1,12,7732.528472,1443.4
0,0,0,26,22,5,7734.059700,1743.3
0,0,0,26,22,4,7734.059700,712.4
2,2,0,4,1,3,7734.953946,900.0
0,4,1,6,3,4,7735.237639,878.4
0,4,1,7,2,6,7735.680241,700.7
1,0,1,18,6,13,7735.795780,1767.8
0,0,1,21,17,4,7735.899253,410.6
0,0,1,21,17,5,7735.899253,1743.0
0,4,1,6,3,3,7737.785355,1303.2
0,0,1,27,6,21,7740.749324,1875.5
0,3,0,16,16,0,7741.316425,1002.2
0,3,0,16,16,1,7741.316425,629.1
0,1,2,14,1,14,7741.779525,750.0
0,1,2,14,0,14,7741.780380,691.9
0,0,1,27,7,21,7741.918671,1767.8
1,2,1,3,0,3,7742.096625,586.2
1,3,0,14,5,9,7742.212787,1500.0
0,2,1,15,11,4,7744.187924,3416.5
0,0,2,19,3,17,7745.537666,1655.0
1,2,1,3,1,3,7747.264001,647.9
2,1,0,13,4,9,7747.915020,1496.5
0,3,0,22,10,12,7748.974160,1767.8
1,3,0,10,9,1,7751.179660,345.5
1,3,0,10,9,2,7751.179660,248.8
0,0,1,24,13,11,7751.775589,1242.6
0,0,1,24,13,12,7751.775608,634.9
2,1,0,12,6,7,7752.168549,1060.7
2,1,0,12,6,6,7752.666909,866.0
1,2,1,2,2,1,7752.863821,742.1
1,2,1,2,2,0,7753.345131,798.7
0,1,1,24,4,20,7754.334665,1228.2
0,3,1,17,0,17,7754.460269,765.8
0,3,1,17,1,17,7754.460531,1060.7
0,1,1,23,6,17,7754.554764,1281.7
0,1,1,24,5,20,7755.105829,1773.0
0,1,0,27,15,13,7755.682691,1767.8
2,1,0,9,9,1,7756.123301,637.2
2,1,0,9,9,0,7756.123301,158.5
0,2,0,25,12,14,7756.548047,8626.6
0,1,0,30,10,21,7757.363144,3124.0
2,2,0,4,2,3,7757.465761,1800.0
0,4,1,5,4,2,7757.837947,1060.7
0,4,1,5,4,1,7757.860660,856.1
2,2,0,5,0,5,7758.232741,1039.2
2,2,0,5,1,5,7760.144970,1039.2
2,1,0,14,2,12,7762.197144,1500.0
1,0,0,26,10,16,7762.813490,1239.0
0,0,2,15,10,6,7763.032872,1443.4
1,2,1,3,1,2,7763.239444,593.8
2,2,0,4,2,2,7763.293356,1272.8
1,0,0,26,10,17,7765.246366,5006.3
0,3,1,15,2,13,7765.333693,997.8
0,3,0,26,3,23,7766.143547,2048.2
0,3,1,15,3,13,7766.509704,960.3
2,2,0,3,3,1,7767.633532,970.5
2,2,0,3,3,0,7767.653693,1800.0
0,1,2,12,3,9,7768.067960,1053.4
0,4,1,7,2,5,7768.988062,826.1
0,2,1,20,3,17,7769.253738,2681.4
0,1,0,30,10,20,7769.300727,2500.0
0,2,1,20,4,17,7769.560469,1250.0
0,0,0,29,18,12,7770.609701,1767.8
0,3,1,12,7,6,7771.638629,987.2
0,3,1,12,7,5,7771.651423,916.2
1,1,1,13,3,10,7773.431311,612.4
0,1,1,23,7,17,7773.911207,1526.1
0,3,1,14,4,10,7774.282010,1139.7
0,1,0,29,12,18,7776.748566,1767.8
0,1,0,29,12,17,7776.955383,1767.8
0,1,1,20,12,9,7777.146691,1216.0
0,1,1,22,9,14,7777.595434,1180.5
0,1,0,24,19,6,7777.736638,1412.8
0,1,0,24,19,5,7777.736638,374.4
1,1,1,10,8,3,7777.774698,650.3
1,1,1,10,8,2,7777.774790,718.4
0,1,1,22,9,13,7779.093212,1524.5
1,1,1,13,4,10,7779.866357,718.4
1,1,0,21,11,11,7780.522940,2137.0
0,3,1,16,2,15,7780.858947,960.3
0,3,1,16,1,15,7780.873991,1176.1
1,1,1,11,7,4,7781.499290,656.1
1,1,1,11,7,5,7781.540395,983.7
0,2,1,19,5,14,7782.420651,9787.8
0,3,1,11,8,4,7784.149817,1500.0
0,3,1,11,8,3,7784.149827,991.7
0,4,0,17,10,8,7784.298346,1512.9
0,3,0,28,1,27,7784.650142,1895.3
1,2,1,4,0,4,7785.611607,198.4
0,2,0,28,6,22,7785.821090,2163.7
1,0,0,23,15,9,7787.065226,703.0
0,1,2,12,4,9,7787.534126,1328.8
0,3,1,13,6,7,7787.643853,1060.7
0,3,1,13,6,8,7788.335261,1060.7
1,2,1,4,1,4,7788.804388,607.7
1,2,1,3,2,2,7788.811514,682.0
0,0,2,20,1,19,7789.561276,1999.1
0,4,0,21,5,17,7789.609110,1594.5
1,1,0,24,5,19,7790.248435,10119.8
0,0,1,22,16,7,7790.737834,1093.3
0,0,1,22,16,6,7790.737834,1088.2
1,2,1,3,2,1,7791.086388,947.5
0,0,2,18,4,14,7791.785561,2298.4
0,2,0,30,3,27,7794.293661,2500.0
0,1,2,9,8,1,7794.935011,1060.7
0,1,2,9,8,2,7794.935172,961.1
1,4,0,10,0,10,7795.127684,1500.0
1,0,1,20,3,18,7795.765015,2062.7
1,0,1,20,2,18,7795.900826,5240.4
0,2,0,19,19,1,7795.927426,685.3
0,2,0,19,19,0,7795.927426,545.6
0,3,0,27,3,25,7795.962983,1767.8
2,1,0,15,1,14,7796.340349,1500.0
2,1,0,15,2,14,7796.963500,976.4
2,1,0,13,5,9,7797.397821,1060.7
0,4,0,16,11,5,7797.662064,2167.4
2,2,0,5,1,4,7798.104946,1800.0
2,1,0,16,1,16,7799.473125,1500.0
2,1,0,16,0,16,7799.887466,1060.7
0,2,1,17,9,8,7800.321345,1718.8
0,0,1,29,3,26,7800.862993,1026.7
0,0,2,16,9,7,7800.920551,2939.6
0,2,0,20,18,2,7801.242532,1032.9
1,1,0,23,8,16,7801.592084,1952.5
1,0,0,25,12,14,7801.705799,893.2
1,0,0,25,12,13,7801.713232,1032.9
0,1,2,10,7,4,7802.171373,670.8
0,1,2,10,7,3,7802.171476,557.6
0,2,1,23,0,23,7807.580374,1366.0
0,0,2,21,1,21,7808.148414,3897.5
0,3,0,24,7,17,7809.438588,2500.0
0,2,0,27,9,19,7810.290573,1622.5
0,0,2,18,5,14,7811.231900,1500.0
1,1,1,12,6,6,7812.453650,800.6
1,1,1,12,6,7,7812.559442,587.5
1,4,0,8,3,5,7813.178306,1500.0
1,1,1,9,9,1,7813.378492,1500.0
1,1,1,9,9,0,7813.378619,1499.0
1,2,1,4,1,3,7815.053473,608.6
2,1,0,13,5,8,7815.222256,1500.0
2,2,0,5,2,4,7815.606176,1039.2
2,2,0,4,3,2,7815.685748,1800.0
2,2,0,4,3,1,7815.848038,970.5
0,2,0,21,17,4,7815.977982,1584.0
0,2,0,21,17,5,7815.977982,1499.0
0,4,1,9,0,9,7816.179917,950.5
0,4,1,9,1,9,7816.430583,955.8
0,4,1,8,1,7,7817.385522,1500.0
0,0,0,27,21,7,7817.975481,1353.0
0,2,1,21,3,19,7818.495072,1772.1
0,2,1,21,2,19,7818.654478,1557.6
2,2,0,6,0,6,7819.767791,1039.2
0,1,2,12,4,8,7820.424725,1678.4
2,2,0,6,1,6,7820.759052,1039.2
0,4,1,7,3,5,7821.623225,2771.2
0,3,1,10,9,1,7821.829085,109.9
0,3,1,10,9,2,7821.829085,750.5
0,1,2,11,6,6,7822.499190,833.5
0,1,2,11,6,5,7822.776946,1058.6
0,4,0,15,12,4,7823.884696,1058.4
0,4,0,15,12,3,7823.884696,105.9
0,4,1,7,3,4,7827.420023,845.9
2,2,0,5,2,3,7827.599936,771.7
0,4,1,8,2,7,7827.702691,1218.1
0,3,0,23,9,15,7828.696861,1542.4
1,1,1,13,4,9,7829.619657,975.2
0,3,0,23,9,14,7829.660781,1767.8
0,4,1,6,4,3,7831.455462,769.4
0,4,1,6,4,2,7831.581243,1040.8
0,3,1,14,5,10,7831.988787,1102.2
0,2,1,22,2,21,7832.142533,1259.3
0,2,1,22,1,21,7832.199314,2462.1
1,1,0,18,15,4,7832.347483,1066.6
1,1,0,18,15,3,7832.347483,1155.6
1,1,0,17,16,2,7832.350513,1066.0
1,1,0,17,16,1,7832.350513,822.1
1,2,1,4,2,3,7836.326313,608.2
0,1,0,25,18,8,7836.793600,2125.1
1,0,1,21,1,20,7838.139487,1767.8
1,2,1,5,0,5,7838.214569,556.7
1,2,1,5,1,5,7840.269261,140.5
0,1,1,25,4,22,7840.491924,2037.2
0,1,1,25,3,22,7840.540653,1455.6
1,0,1,18,7,12,7840.869840,1767.8
0,0,1,26,10,17,7841.223224,1269.8
0,1,2,13,2,11,7841.397633,1125.6
0,2,0,22,16,7,7841.909427,1390.2
0,2,0,22,16,6,7841.909427,377.3
1,2,1,4,2,2,7842.533560,535.1
1,3,0,13,7,7,7843.106619,1500.0
1,2,1,3,3,1,7843.432813,694.4
1,2,1,3,3,0,7843.488306,624.8
1,1,1,14,2,12,7843.496152,670.7
1,3,0,14,6,9,7843.549760,1500.0
1,1,1,14,3,12,7844.134653,580.2
0,0,1,26,10,16,7844.169505,7062.9
0,1,1,21,11,10,7844.712314,1561.6
1,1,0,19,14,6,7845.124182,1767.8
0,1,1,23,7,16,7847.265176,1287.5
0,1,2,13,3,11,7848.193073,587.3
3,0,0,0,0,0,7852.929271,1460.8
1,0,1,22,1,22,7854.806504,1606.0
0,4,0,24,2,23,7858.964637,2500.0
0,4,0,24,1,23,7859.012410,2500.0
0,2,1,18,8,11,7859.196318,1399.9
0,2,1,18,8,10,7859.782045,1770.5
0,0,1,23,15,8,7859.870285,614.1
0,1,0,28,14,15,7860.137376,1767.8
0,1,0,28,14,14,7860.165135,1767.8
1,1,0,22,10,12,7860.319485,1767.8
1,0,0,20,19,1,7863.231054,1582.5
1,0,0,20,19,2,7863.231054,593.5
3,0,0,1,0,1,7864.604815,1272.8
0,0,1,25,12,14,7864.639902,959.6
0,0,1,25,12,13,7864.658803,636.4
1,0,0,24,14,10,7864.975282,992.9
0,2,0,26,11,15,7865.018495,1767.8
0,2,0,26,11,16,7865.428498,2500.0
2,1,0,12,7,5,7869.072615,1060.7
0,2,1,19,6,13,7870.052207,1976.9
0,3,0,20,13,7,7870.661486,1767.8
2,1,0,14,4,11,7870.908130,1500.0
1,1,1,13,5,9,7871.168878,748.6
2,2,0,6,1,5,7872.019139,1272.8
3,0,0,1,1,1,7872.230705,843.4
0,0,1,30,3,28,7873.143652,1424.0
0,0,1,27,7,20,7873.525191,1523.4
3,0,0,1,1,0,7874.617306,1272.8
0,4,1,8,2,6,7874.934915,2062.6
2,2,0,5,3,3,7875.908481,1039.2
0,2,2,2,1,1,7876.977158,5081.3
1,1,1,15,1,14,7877.559428,729.1
1,1,1,15,2,14,7877.864969,608.0
0,1,2,12,5,8,7878.130011,1500.0
1,2,1,5,1,4,7878.479485,684.1
2,1,0,10,9,1,7878.571453,1500.0
2,1,0,10,9,2,7878.571517,1500.0
0,1,2,14,1,13,7878.973796,682.3
0,1,2,14,2,13,7879.042049,4780.1
0,4,1,5,5,1,7879.291519,1800.0
0,4,1,5,5,0,7879.292047,1435.6
0,4,0,23,2,21,7879.661125,5763.1
1,1,1,13,5,8,7880.278453,576.9
0,2,0,23,15,9,7880.996480,1093.1
0,0,2,18,5,13,7881.914425,2395.6
0,0,1,27,8,20,7882.861652,2279.1
1,1,1,16,1,16,7883.354151,581.6
1,1,1,16,0,16,7883.356897,690.4
0,1,2,12,5,7,7883.485241,1201.5
2,2,0,6,2,5,7884.557789,1800.0
0,3,1,15,3,12,7885.957070,765.1
0,1,2,15,1,15,7886.905778,849.4
0,1,2,15,0,15,7886.906215,1060.7
3,0,0,2,0,2,7887.478633,843.4
0,3,0,25,6,20,7887.666780,1443.4
0,0,0,30,17,13,7887.880230,2500.0
0,0,2,19,3,16,7888.489747,1588.3
1,2,1,4,3,2,7889.665455,608.1
1,2,1,4,3,1,7889.907214,882.7
2,2,0,7,0,7,7890.269573,1800.0
2,2,0,7,1,7,7890.763280,1039.2
0,0,1,28,5,23,7891.144131,1509.6
0,0,1,28,6,23,7891.169787,1802.3
0,0,2,14,12,3,7892.178089,1358.6
0,0,2,14,12,2,7892.178089,492.7
3,0,0,2,1,2,7893.179354,763.7
0,0,2,13,13,0,7894.274905,352.5
0,0,2,13,13,1,7894.274905,146.1
1,2,1,5,2,4,7895.127714,198.4
0,2,2,3,0,3,7895.754900,3120.4
2,2,0,4,4,0,7896.014050,616.7
2,2,0,4,4,1,7896.144986,842.8
0,3,1,15,4,12,7896.383969,1613.1
0,1,1,26,3,24,7897.199920,1118.0
1,0,0,21,18,3,7897.568605,354.9
1,0,0,21,18,4,7897.568605,2.8
0,1,1,17,16,1,7899.255155,416.7
0,1,1,17,16,2,7899.255155,98.5
0,0,0,25,24,1,7899.331080,408.1
0,0,0,25,24,2,7899.331080,626.9
1,2,1,6,1,6,7899.746850,532.3
1,2,1,6,0,6,7899.769109,736.8
2,0,1,0,0,0,7899.825330,1453.9
3,0,0,2,1,1,7900.332962,951.6
0,2,2,3,1,3,7900.423819,1636.2
0,2,2,2,2,0,7905.081419,1767.8
0,1,0,26,17,9,7906.908620,1767.8
2,2,0,6,2,4,7906.908730,742.3
0,0,2,15,11,5,7907.240241,1443.4
1,2,1,5,2,3,7907.799825,596.4
0,1,1,23,8,16,7908.054261,1767.8
0,3,0,21,12,10,7908.407627,1590.7
0,1,1,18,15,4,7908.492661,53.8
0,1,1,18,15,3,7908.492661,296.7
1,1,1,11,8,4,7909.744492,750.0
1,1,1,11,8,3,7909.745183,710.4
0,0,0,28,20,8,7909.934153,1261.2
