v1  v2  v3  v4  l4  v5  l5  k  J   ef  op     Energy        Unc       NumTrans  u/g  Sym
0   0   1   0   0   0   0   0  4   e   ortho  3318.285972   0.001038  11        u    sigma_u_plus
0   0   0   1   1   2   2   3  32  f   ortho  3321.030395   0.004160  4         g    phi_g
0   0   0   3   3   1   -1  2  25  f   ortho  3324.648550   0.001342  6         u    delta_u
0   1   0   1   1   1   1   2  4   e   ortho  3326.490136   0.004435  6         u    delta_u
0   0   0   3   3   0   0   3  35  e   ortho  3328.571598   0.012000  1         g    phi_g
0   0   0   1   1   3   -1  0  21  f   ortho  3329.923764   0.002309  6         u    sigma_u_minus
0   1   0   1   1   1   -1  0  6   e   ortho  3331.142068   0.001040  13        u    sigma_u_plus
0   1   0   1   1   0   0   1  25  e   ortho  3332.734272   0.005654  3         g    pi_g
0   1   0   1   1   1   -1  0  5   f   ortho  3335.847506   0.004435  6         u    sigma_u_minus
0   0   0   1   -1  3   3   2  21  f   ortho  3337.962366   0.003999  2         u    delta_u
0   0   0   2   2   1   -1  1  34  e   ortho  3338.018425   0.002610  6         u    pi_u
0   1   0   1   1   1   1   2  5   f   ortho  3338.222437   0.004435  6         u    delta_u
0   0   0   3   1   0   0   1  35  e   ortho  3340.079757   0.012728  2         g    pi_g
0   0   0   0   0   4   2   2  19  e   ortho  3340.424029   0.002000  4         g    delta_g
0   0   1   0   0   0   0   0  6   e   ortho  3344.074410   0.001036  12        u    sigma_u_plus
0   0   0   0   0   3   1   1  31  f   ortho  3344.937213   0.002870  6         u    pi_u
0   1   0   0   0   1   1   1  23  f   ortho  3349.944872   0.001969  3         u    pi_u
0   1   0   1   1   1   1   2  6   e   ortho  3352.306839   0.004932  6         u    delta_u
0   0   0   2   2   0   0   2  42  f   ortho  3352.760223   0.009600  2         g    delta_g
0   0   0   0   0   0   0   0  53  e   ortho  3354.263770   0.004472  5         g    sigma_g_plus
0   0   0   1   1   3   -1  0  22  e   ortho  3355.551063   0.006000  1         u    sigma_u_plus
0   0   0   0   0   3   3   3  31  f   ortho  3360.039551   0.009983  4         u    phi_u
0   0   0   2   0   1   1   1  34  e   ortho  3361.425394   0.009961  3         u    pi_u
0   1   0   1   1   1   -1  0  8   e   ortho  3366.310231   0.001040  13        u    sigma_u_plus
0   1   0   1   1   1   -1  0  7   f   ortho  3366.361669   0.004435  6         u    sigma_u_minus
0   0   0   1   1   2   0   1  33  e   ortho  3366.575724   0.003727  6         g    pi_g
0   0   0   1   1   1   -1  0  41  f   ortho  3367.569352   0.007380  3         u    sigma_u_minus
0   1   0   1   1   1   1   2  7   f   ortho  3368.730258   0.004435  6         u    delta_u
0   0   0   1   1   3   1   2  22  e   ortho  3368.842312   0.003464  3         u    delta_u
0   0   0   1   1   1   1   2  41  f   ortho  3369.617110   0.003429  3         u    delta_u
0   0   0   2   2   2   -2  0  24  f   ortho  3370.272523   0.003463  4         g    sigma_g_minus
0   0   0   2   2   2   0   2  24  f   ortho  3371.198009   0.002999  6         g    delta_g
1   0   0   0   0   0   0   0  1   e   ortho  3375.186841   0.001414  2         g    sigma_g_plus
0   0   0   1   1   0   0   1  48  f   ortho  3379.088245   0.002406  5         g    pi_g
0   0   1   0   0   0   0   0  8   e   ortho  3379.235707   0.001034  13        u    sigma_u_plus
0   0   0   3   3   1   -1  2  26  e   ortho  3382.688766   0.001497  4         u    delta_u
0   0   0   0   0   1   1   1  47  f   ortho  3385.313249   0.002626  4         u    pi_u
0   0   0   0   0   4   2   2  20  f   ortho  3386.760640   0.002000  4         g    delta_g
1   0   0   0   0   0   0   0  3   e   ortho  3386.885066   0.001789  2         g    sigma_g_plus
0   1   0   1   1   1   1   2  8   e   ortho  3387.514719   0.004773  5         u    delta_u
0   0   0   1   -1  3   3   2  22  e   ortho  3389.459320   0.003994  5         u    delta_u
0   0   0   0   0   2   2   2  40  f   ortho  3390.239278   0.007496  3         g    delta_g
0   0   0   1   -1  2   2   1  33  e   ortho  3392.397128   0.005088  3         g    pi_g
0   0   0   3   1   1   -1  0  26  e   ortho  3393.292185   0.003999  2         u    sigma_u_plus
0   1   0   1   1   0   0   1  26  f   ortho  3397.078626   0.008000  1         g    pi_g
0   0   0   1   1   2   2   3  33  e   ortho  3398.491814   0.003658  4         g    phi_g
0   1   0   1   1   1   -1  0  9   f   ortho  3406.261773   0.004435  6         u    sigma_u_minus
1   0   0   0   0   0   0   0  5   e   ortho  3407.939944   0.001410  3         g    sigma_g_plus
0   1   0   1   1   1   1   2  9   f   ortho  3408.621365   0.004435  6         u    delta_u
0   1   0   1   1   1   -1  0  10  e   ortho  3410.850388   0.001040  13        u    sigma_u_plus
0   0   0   0   0   3   1   1  32  e   ortho  3411.141996   0.000848  7         u    pi_u
0   0   0   2   2   2   -2  0  25  e   ortho  3415.176881   0.002785  3         g    sigma_g_plus
0   0   0   1   1   3   1   2  23  f   ortho  3421.688888   0.012728  2         u    delta_u
0   0   1   0   0   0   0   0  10  e   ortho  3423.765534   0.001032  13        u    sigma_u_plus
0   0   0   0   0   4   0   0  21  e   ortho  3426.296135   0.002828  2         g    sigma_g_plus
0   0   0   2   2   1   -1  1  35  f   ortho  3429.136324   0.002804  4         u    pi_u
0   1   0   1   1   1   1   2  10  e   ortho  3432.111357   0.004435  6         u    delta_u
0   0   0   3   1   0   0   1  36  f   ortho  3433.632451   0.012000  1         g    pi_g
0   0   0   0   0   3   3   3  32  e   ortho  3435.126786   0.010586  3         u    phi_u
0   0   0   1   1   3   -1  0  23  f   ortho  3436.148768   0.002828  4         u    sigma_u_minus
0   0   0   0   0   4   2   2  21  e   ortho  3437.879103   0.001029  4         g    delta_g
1   0   0   0   0   0   0   0  7   e   ortho  3438.351289   0.001155  3         g    sigma_g_plus
0   0   0   1   -1  3   3   2  23  f   ortho  3444.583446   0.003999  2         u    delta_u
0   0   0   2   2   0   0   2  43  e   ortho  3444.882529   0.003200  4         g    delta_g
0   1   0   0   0   0   0   0  35  e   ortho  3446.519533   0.003618  3         g    sigma_g_plus
0   0   0   3   3   1   -1  2  27  f   ortho  3449.654876   0.004243  2         u    delta_u
0   0   0   1   1   1   -1  0  42  e   ortho  3450.034905   0.001262  5         u    sigma_u_plus
0   0   0   2   2   1   1   3  35  f   ortho  3450.305136   0.012486  3         u    phi_u
0   1   0   1   1   1   -1  0  11  f   ortho  3455.544491   0.004435  6         u    sigma_u_minus
0   1   0   1   1   0   0   1  27  e   ortho  3456.407461   0.005657  2         g    pi_g
0   0   0   1   1   2   0   1  34  f   ortho  3457.125341   0.004755  4         g    pi_g
0   1   0   1   1   1   1   2  11  f   ortho  3457.894998   0.004435  6         u    delta_u
0   0   0   2   0   0   0   0  43  e   ortho  3464.158639   0.002869  4         g    sigma_g_plus
0   1   0   1   1   1   -1  0  12  e   ortho  3464.757915   0.001040  13        u    sigma_u_plus
0   1   0   0   0   1   1   1  25  f   ortho  3464.888232   0.004772  2         u    pi_u
0   0   0   1   1   3   -1  0  24  e   ortho  3466.237144   0.006000  1         u    sigma_u_plus
0   0   0   1   -1  2   2   1  34  f   ortho  3467.750264   0.006969  7         g    pi_g
0   0   0   1   1   1   1   2  42  e   ortho  3472.583729   0.002419  6         u    delta_u
0   0   0   0   0   2   0   0  41  e   ortho  3473.294367   0.002530  4         g    sigma_g_plus
0   0   1   0   0   0   0   0  12  e   ortho  3477.658614   0.001035  13        u    sigma_u_plus
1   0   0   0   0   0   0   0  9   e   ortho  3478.116651   0.001155  3         g    sigma_g_plus
0   0   0   1   1   2   2   3  34  f   ortho  3479.143616   0.006934  4         g    phi_g
0   0   0   1   1   3   1   2  24  e   ortho  3480.490849   0.005367  2         u    delta_u
0   0   0   1   1   0   0   1  49  e   ortho  3481.415735   0.002626  4         g    pi_g
0   1   0   1   1   1   1   2  12  e   ortho  3486.099095   0.004435  6         u    delta_u
0   0   0   0   0   1   1   1  48  e   ortho  3487.132455   0.002195  5         u    pi_u
0   0   0   0   0   4   2   2  22  f   ortho  3488.504806   0.002000  4         g    delta_g
0   0   0   0   0   2   2   2  41  e   ortho  3491.445799   0.002667  3         g    delta_g
0   0   0   2   2   2   0   2  26  f   ortho  3491.686619   0.003905  4         g    delta_g
0   0   0   0   0   3   1   1  33  f   ortho  3498.558679   0.004241  3         u    pi_u
0   0   0   1   -1  3   3   2  24  e   ortho  3500.586942   0.012000  1         u    delta_u
0   0   0   2   2   1   -1  1  36  e   ortho  3504.376768   0.004390  5         u    pi_u
0   0   0   3   3   1   -1  2  28  e   ortho  3511.695282   0.004243  2         u    delta_u
0   0   0   3   1   0   0   1  37  e   ortho  3512.076777   0.018000  1         g    pi_g
0   0   0   0   0   3   3   3  33  f   ortho  3513.675861   0.011314  2         u    phi_u
0   1   0   1   1   1   -1  0  13  f   ortho  3514.206915   0.004435  6         u    sigma_u_minus
0   1   0   1   1   1   1   2  13  f   ortho  3516.545768   0.004435  6         u    delta_u
0   0   0   3   1   1   -1  0  28  e   ortho  3523.704165   0.002828  3         u    sigma_u_plus
0   1   0   1   1   0   0   1  28  f   ortho  3525.969466   0.008000  1         g    pi_g
1   0   0   0   0   0   0   0  11  e   ortho  3527.233298   0.001414  2         g    sigma_g_plus
0   1   0   1   1   1   -1  0  14  e   ortho  3528.027680   0.001040  13        u    sigma_u_plus
0   0   0   1   1   2   0   1  35  e   ortho  3528.395194   0.004925  6         g    pi_g
0   0   0   2   0   1   1   1  36  e   ortho  3528.644764   0.009961  3         u    pi_u
0   0   0   0   0   4   0   0  23  e   ortho  3532.340643   0.002828  2         g    sigma_g_plus
0   0   0   1   1   3   1   2  25  f   ortho  3537.502887   0.006000  1         u    delta_u
0   0   0   2   2   2   -2  0  27  e   ortho  3539.847079   0.008485  2         g    sigma_g_plus
0   0   1   0   0   0   0   0  14  e   ortho  3540.908375   0.001188  12        u    sigma_u_plus
0   0   0   0   0   4   2   2  23  e   ortho  3544.858349   0.002000  2         g    delta_g
0   1   0   1   1   1   1   2  14  e   ortho  3549.477668   0.004435  6         u    delta_u
0   0   0   1   1   3   -1  0  25  f   ortho  3551.755535   0.003712  4         u    sigma_u_minus
0   0   0   1   -1  2   2   1  35  e   ortho  3555.279497   0.010208  3         g    pi_g
0   0   0   2   2   0   0   2  44  f   ortho  3556.819603   0.011314  2         g    delta_g
0   0   0   2   2   2   0   2  27  e   ortho  3557.394184   0.012000  1         g    delta_g
0   0   0   1   1   2   2   3  35  e   ortho  3561.160685   0.007071  2         g    phi_g
0   0   0   1   1   1   -1  0  43  f   ortho  3567.143162   0.004874  4         u    sigma_u_minus
0   0   0   0   0   3   1   1  34  e   ortho  3568.394105   0.000839  6         u    pi_u
0   0   0   1   1   1   1   2  43  f   ortho  3569.179490   0.002863  4         u    delta_u
0   1   0   1   1   1   -1  0  15  f   ortho  3582.243550   0.004435  6         u    sigma_u_minus
0   0   0   3   3   1   -1  2  29  f   ortho  3584.030402   0.006000  1         u    delta_u
0   1   0   1   1   1   1   2  15  f   ortho  3584.569779   0.004435  6         u    delta_u
0   0   0   0   0   2   2   2  42  f   ortho  3585.289828   0.004899  3         g    delta_g
1   0   0   0   0   0   0   0  13  e   ortho  3585.697989   0.001414  2         g    sigma_g_plus
0   0   0   1   1   3   -1  0  26  e   ortho  3586.252565   0.006000  1         u    sigma_u_plus
0   1   0   0   0   1   1   1  27  f   ortho  3589.179762   0.011314  2         u    pi_u
0   1   0   1   1   0   0   1  29  e   ortho  3589.373039   0.005657  2         g    pi_g
0   0   0   0   0   3   3   3  34  e   ortho  3593.257521   0.014118  2         u    phi_u
0   0   0   0   0   4   2   2  24  f   ortho  3599.670324   0.001961  4         g    delta_g
0   1   0   1   1   1   -1  0  16  e   ortho  3600.653708   0.001167  12        u    sigma_u_plus
0   0   0   2   2   1   -1  1  37  f   ortho  3601.073720   0.004000  1         u    pi_u
0   0   0   1   1   3   1   2  26  e   ortho  3601.646711   0.008485  2         u    delta_u
0   0   0   0   0   0   0   0  55  e   ortho  3608.671860   0.005000  4         g    sigma_g_plus
0   0   0   1   1   0   0   1  50  f   ortho  3611.211998   0.003565  4         g    pi_g
0   0   0   0   0   1   1   1  49  f   ortho  3612.936415   0.002626  4         u    pi_u
0   0   1   0   0   0   0   0  16  e   ortho  3613.506965   0.001032  13        u    sigma_u_plus
0   1   0   0   0   0   0   0  37  e   ortho  3616.774183   0.009985  2         g    sigma_g_plus
0   0   0   1   -1  3   3   2  26  e   ortho  3621.140614   0.012000  1         u    delta_u
0   0   0   2   2   2   0   2  28  f   ortho  3621.562809   0.007071  2         g    delta_g
0   1   0   1   1   1   1   2  16  e   ortho  3622.250481   0.003735  6         u    delta_u
0   0   0   2   2   1   1   3  37  f   ortho  3622.736086   0.014621  2         u    phi_u
0   0   0   1   1   2   0   1  36  f   ortho  3624.728957   0.004228  4         g    pi_g
0   0   0   1   -1  2   2   1  36  f   ortho  3634.733842   0.006465  6         g    pi_g
0   0   0   1   1   2   2   3  36  f   ortho  3646.688136   0.014856  2         g    phi_g
0   0   0   0   0   4   0   0  25  e   ortho  3647.725502   0.004000  1         g    sigma_g_plus
0   0   0   3   3   1   -1  2  30  e   ortho  3650.012400   0.005145  2         u    delta_u
0   0   0   2   2   0   0   2  45  e   ortho  3652.699462   0.003411  4         g    delta_g
1   0   0   0   0   0   0   0  15  e   ortho  3653.507090   0.001155  3         g    sigma_g_plus
0   0   0   1   1   1   -1  0  44  e   ortho  3653.614640   0.003816  3         u    sigma_u_plus
0   1   0   1   1   1   -1  0  17  f   ortho  3659.650850   0.004435  6         u    sigma_u_minus
0   0   0   0   0   4   2   2  25  e   ortho  3661.351784   0.002000  2         g    delta_g
0   0   0   0   0   3   1   1  35  f   ortho  3661.509404   0.003056  5         u    pi_u
0   1   0   1   1   1   1   2  17  f   ortho  3661.961926   0.004435  6         u    delta_u
0   0   0   1   1   3   1   2  27  f   ortho  3662.716009   0.006000  1         u    delta_u
0   0   0   3   1   1   -1  0  30  e   ortho  3663.530244   0.004000  1         u    sigma_u_plus
0   0   0   0   0   2   0   0  43  e   ortho  3672.349831   0.002643  4         g    sigma_g_plus
0   0   0   2   0   0   0   0  45  e   ortho  3673.767769   0.005657  2         g    sigma_g_plus
0   0   0   2   2   2   -2  0  29  e   ortho  3673.822853   0.008485  2         g    sigma_g_plus
0   0   0   0   0   3   3   3  35  f   ortho  3676.753001   0.011314  2         u    phi_u
0   0   0   1   1   1   1   2  44  e   ortho  3677.484036   0.003592  4         u    delta_u
0   0   0   2   2   1   -1  1  38  e   ortho  3680.010049   0.004451  5         u    pi_u
0   1   0   1   1   1   -1  0  18  e   ortho  3682.629261   0.001663  13        u    sigma_u_plus
0   0   0   1   -1  3   3   2  27  f   ortho  3686.246291   0.180000  1         u    delta_u
0   0   0   0   0   2   2   2  43  e   ortho  3691.868111   0.002643  4         g    delta_g
0   0   0   2   2   2   0   2  29  e   ortho  3692.538258   0.012000  1         g    delta_g
0   0   1   0   0   0   0   0  18  e   ortho  3695.446224   0.001045  11        u    sigma_u_plus
0   0   0   1   1   2   0   1  37  e   ortho  3699.501700   0.003677  4         g    pi_g
0   1   0   1   1   1   1   2  18  e   ortho  3704.411803   0.005432  4         u    delta_u
0   0   0   2   0   1   1   1  38  e   ortho  3705.224444   0.009579  3         u    pi_u
0   0   0   1   1   0   0   1  51  e   ortho  3717.145865   0.002250  4         g    pi_g
0   0   0   0   0   1   1   1  50  e   ortho  3718.488719   0.002250  4         u    pi_u
0   0   0   0   0   4   2   2  26  f   ortho  3720.246015   0.002000  2         g    delta_g
0   1   0   0   0   1   1   1  29  f   ortho  3722.813662   0.011314  2         u    pi_u
0   0   0   1   -1  2   2   1  37  e   ortho  3727.537047   0.012728  2         g    pi_g
0   0   0   3   3   1   -1  2  31  f   ortho  3727.760724   0.006000  1         u    delta_u
1   0   0   0   0   0   0   0  17  e   ortho  3730.655822   0.001155  3         g    sigma_g_plus
0   1   0   1   1   0   0   1  31  e   ortho  3731.624525   0.008000  1         g    pi_g
0   0   0   1   1   2   2   3  37  e   ortho  3733.203455   0.008160  3         g    phi_g
0   0   0   0   0   3   1   1  36  e   ortho  3734.955788   0.001170  4         u    pi_u
0   1   0   1   1   1   -1  0  19  f   ortho  3746.422636   0.005064  5         u    sigma_u_minus
0   1   0   1   1   1   1   2  19  f   ortho  3748.722404   0.006470  3         u    delta_u
0   0   0   2   2   2   0   2  30  f   ortho  3760.814954   0.007071  2         g    delta_g
0   0   0   2   2   0   0   2  46  f   ortho  3770.148613   0.008471  3         g    delta_g
0   0   0   0   0   4   0   0  27  e   ortho  3772.441474   0.002828  2         g    sigma_g_plus
0   1   0   1   1   1   -1  0  20  e   ortho  3773.946748   0.001679  12        u    sigma_u_plus
0   0   0   1   1   1   -1  0  45  f   ortho  3775.984849   0.004619  3         u    sigma_u_minus
0   0   0   1   1   1   1   2  45  f   ortho  3778.032609   0.003258  3         u    delta_u
0   0   0   2   2   1   -1  1  39  f   ortho  3782.303959   0.008000  1         u    pi_u
0   0   1   0   0   0   0   0  20  e   ortho  3786.716996   0.001038  11        u    sigma_u_plus
0   0   0   0   0   4   2   2  27  e   ortho  3787.347532   0.180000  1         g    delta_g
0   0   0   0   0   2   2   2  44  f   ortho  3789.645408   0.004899  3         g    delta_g
0   1   0   1   1   1   1   2  20  e   ortho  3795.966750   0.004275  4         u    delta_u
0   1   0   0   0   0   0   0  39  e   ortho  3796.287743   0.012728  2         g    sigma_g_plus
0   0   0   1   1   2   0   1  38  f   ortho  3801.642274   0.007844  2         g    pi_g
0   0   0   1   -1  2   2   1  38  f   ortho  3811.054651   0.006621  5         g    pi_g
0   0   0   2   2   2   -2  0  31  e   ortho  3817.093722   0.008485  2         g    sigma_g_plus
1   0   0   0   0   0   0   0  19  e   ortho  3817.139125   0.001400  3         g    sigma_g_plus
0   0   0   1   1   2   2   3  38  f   ortho  3823.641219   0.017778  3         g    phi_g
0   0   0   0   0   3   1   1  37  f   ortho  3833.766454   0.005657  2         u    pi_u
0   1   0   1   1   1   -1  0  21  f   ortho  3842.554708   0.005695  4         u    sigma_u_minus
0   1   0   1   1   1   1   2  21  f   ortho  3844.835949   0.006928  3         u    delta_u
0   0   0   0   0   3   3   3  37  f   ortho  3849.287331   0.016000  1         u    phi_u
0   0   0   0   0   1   1   1  51  f   ortho  3849.808355   0.003098  4         u    pi_u
0   0   0   1   1   0   0   1  52  f   ortho  3852.578468   0.008984  5         g    pi_g
0   1   0   0   0   1   1   1  31  f   ortho  3865.773762   0.011314  2         u    pi_u
0   0   0   1   1   1   -1  0  46  e   ortho  3866.418473   0.005902  3         u    sigma_u_plus
0   0   0   2   2   0   0   2  47  e   ortho  3869.748467   0.003598  4         g    delta_g
0   0   0   0   0   0   0   0  57  e   ortho  3872.255288   0.004160  4         g    sigma_g_plus
0   1   0   1   1   1   -1  0  22  e   ortho  3874.598523   0.001663  13        u    sigma_u_plus
0   0   0   1   1   2   0   1  39  e   ortho  3879.892115   0.004723  3         g    pi_g
0   0   0   0   0   2   0   0  45  e   ortho  3880.657057   0.002774  4         g    sigma_g_plus
0   1   0   1   1   0   0   1  33  e   ortho  3883.145462   0.016000  1         g    pi_g
0   1   0   2   0   1   1   1  1   f   ortho  3883.586955   0.010000  1         u    pi_u
0   0   1   0   0   0   0   0  22  e   ortho  3887.309496   0.001036  12        u    sigma_u_plus
0   1   0   2   0   1   1   1  2   e   ortho  3888.257392   0.001399  5         u    pi_u
0   0   0   2   0   1   1   1  40  e   ortho  3891.168524   0.016000  1         u    pi_u
0   0   0   1   1   1   1   2  46  e   ortho  3891.723336   0.003553  5         u    delta_u
0   0   0   2   0   0   0   0  47  e   ortho  3892.679839   0.006316  3         g    sigma_g_plus
0   1   0   2   0   1   1   1  3   f   ortho  3895.362847   0.001890  4         u    pi_u
0   1   0   1   1   1   1   2  22  e   ortho  3896.911392   0.004729  3         u    delta_u
0   0   1   1   1   0   0   1  1   f   ortho  3899.515315   0.004000  1         u    pi_u
0   0   0   0   0   2   2   2  45  e   ortho  3901.627898   0.003468  4         g    delta_g
0   0   1   1   1   0   0   1  2   e   ortho  3904.186512   0.002561  4         u    pi_u
0   1   0   2   0   1   1   1  4   e   ortho  3904.646024   0.000997  6         u    pi_u
0   0   0   1   -1  2   2   1  39  e   ortho  3909.141867   0.011959  2         g    pi_g
0   0   0   2   2   2   0   2  32  f   ortho  3909.426290   0.007071  2         g    delta_g
0   0   0   0   0   3   1   1  38  e   ortho  3910.817448   0.014142  2         u    pi_u
0   0   1   1   1   0   0   1  3   f   ortho  3911.278436   0.003548  3         u    pi_u
1   0   0   0   0   0   0   0  21  e   ortho  3912.951539   0.001414  2         g    sigma_g_plus
0   0   0   1   1   2   2   3  39  e   ortho  3914.619865   0.011314  2         g    phi_g
0   1   0   2   0   1   1   1  5   f   ortho  3916.555291   0.001396  4         u    pi_u
0   0   1   1   1   0   0   1  4   e   ortho  3920.575060   0.002250  7         u    pi_u
0   1   0   2   0   1   1   1  6   e   ortho  3930.397725   0.001142  6         u    pi_u
0   0   1   1   1   0   0   1  5   f   ortho  3932.451188   0.002626  4         u    pi_u
0   2   0   0   0   0   0   0  1   e   ortho  3936.225530   0.008000  1         g    sigma_g_plus
0   0   1   1   1   0   0   1  6   e   ortho  3946.327329   0.002108  6         u    pi_u
0   1   0   2   0   1   1   1  7   f   ortho  3947.163673   0.001890  4         u    pi_u
0   2   0   0   0   0   0   0  3   e   ortho  3947.869158   0.008000  1         g    sigma_g_plus
0   1   0   1   1   1   -1  0  23  f   ortho  3948.037742   0.006470  3         u    sigma_u_minus
0   1   0   1   1   1   1   2  23  f   ortho  3950.302619   0.006928  3         u    delta_u
0   0   0   0   0   1   1   1  52  e   ortho  3959.057079   0.003105  4         u    pi_u
0   0   0   1   1   0   0   1  53  e   ortho  3962.071825   0.002479  4         g    pi_g
0   0   1   1   1   0   0   1  7   f   ortho  3963.030539   0.003288  4         u    pi_u
0   1   0   2   0   1   1   1  8   e   ortho  3965.510274   0.000998  5         u    pi_u
0   2   0   0   0   0   0   0  5   e   ortho  3968.824495   0.008000  1         g    sigma_g_plus
1   0   0   1   1   0   0   1  1   e   ortho  3971.220032   0.007310  2         g    pi_g
0   0   0   2   2   1   -1  1  41  f   ortho  3972.809216   0.008000  1         u    pi_u
1   0   0   1   1   0   0   1  2   f   ortho  3975.928217   0.001406  4         g    pi_g
0   0   1   1   1   0   0   1  8   e   ortho  3981.439279   0.002289  6         u    pi_u
1   0   0   1   1   0   0   1  3   e   ortho  3982.907308   0.005397  3         g    pi_g
0   1   0   1   1   1   -1  0  24  e   ortho  3984.575421   0.001686  11        u    sigma_u_plus
0   1   0   0   0   0   0   0  41  e   ortho  3985.037713   0.013379  2         g    sigma_g_plus
0   1   0   2   0   1   1   1  9   f   ortho  3987.185014   0.001925  3         u    pi_u
0   0   0   1   1   2   0   1  40  f   ortho  3987.827994   0.016000  1         g    pi_g
1   0   0   1   1   0   0   1  4   f   ortho  3992.364026   0.001410  3         g    pi_g
0   0   0   2   2   0   0   2  48  f   ortho  3992.736078   0.004945  4         g    delta_g
0   0   0   1   1   1   -1  0  47  f   ortho  3994.097949   0.005333  3         u    sigma_u_minus
0   0   0   1   1   1   1   2  47  f   ortho  3996.165579   0.011959  2         u    delta_u
0   0   0   1   -1  2   2   1  40  f   ortho  3996.698577   0.009600  2         g    pi_g
0   0   1   0   0   0   0   0  24  e   ortho  3997.214015   0.001165  12        u    sigma_u_plus
0   2   0   0   0   0   0   0  7   e   ortho  3999.093483   0.008000  1         g    sigma_g_plus
0   0   1   1   1   0   0   1  9   f   ortho  4003.014890   0.003482  3         u    pi_u
0   0   0   0   0   2   2   2  46  f   ortho  4003.286530   0.004899  3         g    delta_g
0   1   0   1   1   2   0   1  1   e   ortho  4003.600972   0.008742  2         g    pi_g
1   0   0   1   1   0   0   1  5   e   ortho  4003.943901   0.005169  4         g    pi_g
0   1   0   1   1   1   1   2  24  e   ortho  4007.251759   0.005145  2         u    delta_u
0   1   0   1   1   2   0   1  2   f   ortho  4008.334226   0.003565  4         g    pi_g
0   1   0   2   0   1   1   1  10  e   ortho  4009.980387   0.001396  4         u    pi_u
0   0   0   1   1   2   2   3  40  f   ortho  4010.012839   0.020000  1         g    phi_g
0   1   0   1   1   2   0   1  3   e   ortho  4015.310726   0.005608  4         g    pi_g
0   0   0   0   0   3   1   1  39  f   ortho  4015.311794   0.005657  2         u    pi_u
0   0   1   0   0   1   1   1  1   e   ortho  4017.877611   0.001961  2         g    pi_g
1   0   0   0   0   0   0   0  23  e   ortho  4018.086335   0.001400  3         g    sigma_g_plus
1   0   0   1   1   0   0   1  6   f   ortho  4018.191427   0.001410  3         g    pi_g
0   0   1   0   0   1   1   1  2   f   ortho  4022.602134   0.003263  4         g    pi_g
0   1   0   1   1   2   0   1  4   f   ortho  4024.832676   0.001938  4         g    pi_g
0   0   1   1   1   0   0   1  10  e   ortho  4025.907719   0.002747  5         u    pi_u
0   0   1   0   0   1   1   1  3   e   ortho  4029.585835   0.003310  4         g    pi_g
1   0   0   1   1   0   0   1  7   e   ortho  4034.325585   0.005397  3         g    pi_g
0   1   0   1   1   2   0   1  5   e   ortho  4036.396072   0.002794  3         g    pi_g
0   1   0   2   0   1   1   1  11  f   ortho  4036.614711   0.001914  4         u    pi_u
0   2   0   0   0   0   0   0  9   e   ortho  4038.667394   0.008000  1         g    sigma_g_plus
0   0   1   0   0   1   1   1  4   f   ortho  4039.087965   0.005000  4         g    pi_g
0   0   1   0   0   1   1   1  5   e   ortho  4050.660668   0.004160  4         g    pi_g
0   1   0   1   1   2   0   1  6   f   ortho  4050.761208   0.001902  5         g    pi_g
0   0   1   1   1   0   0   1  11  f   ortho  4052.399399   0.002691  4         u    pi_u
1   0   0   1   1   0   0   1  8   f   ortho  4053.405119   0.001392  5         g    pi_g
0   1   0   1   1   1   -1  0  25  f   ortho  4062.865432   0.012000  1         u    sigma_u_minus
0   1   0   2   0   1   1   1  12  e   ortho  4063.804211   0.001144  6         u    pi_u
0   0   1   0   0   1   1   1  6   f   ortho  4064.992460   0.009886  2         g    pi_g
0   1   0   1   1   1   1   2  25  f   ortho  4065.114002   0.012000  1         u    delta_u
0   1   0   1   1   2   0   1  7   e   ortho  4066.849478   0.005608  4         g    pi_g
0   0   0   1   1   2   0   1  41  e   ortho  4069.543465   0.007589  2         g    pi_g
1   0   0   1   1   0   0   1  9   e   ortho  4074.053281   0.004592  5         g    pi_g
0   0   1   1   1   0   0   1  12  e   ortho  4079.728905   0.002265  6         u    pi_u
0   0   1   0   0   1   1   1  7   e   ortho  4081.094675   0.001908  4         g    pi_g
0   1   0   1   1   2   0   1  8   f   ortho  4086.113376   0.001976  3         g    pi_g
0   2   0   0   0   0   0   0  11  e   ortho  4087.551686   0.008000  1         g    sigma_g_plus
0   1   0   2   1   1   0   1  12  e   ortho  4091.516554   0.004000  1         u    pi_u
1   0   0   0   0   1   1   1  1   f   ortho  4093.520649   0.000970  2         u    pi_u
0   1   0   2   0   1   1   1  13  f   ortho  4095.448622   0.001387  4         u    pi_u
0   0   0   0   0   1   1   1  53  f   ortho  4095.922384   0.002863  4         u    pi_u
0   0   0   0   0   3   1   1  40  e   ortho  4095.965908   0.014142  2         u    pi_u
0   0   0   2   2   0   0   2  49  e   ortho  4096.010614   0.006146  3         g    delta_g
1   0   0   1   1   0   0   1  10  f   ortho  4098.007165   0.001379  6         g    pi_g
1   0   0   0   0   1   1   1  2   e   ortho  4098.190444   0.002626  4         u    pi_u
0   0   0   0   0   2   0   0  47  e   ortho  4098.202422   0.003522  3         g    sigma_g_plus
0   0   1   0   0   1   1   1  8   f   ortho  4100.315198   0.003162  4         g    pi_g
0   0   0   1   1   0   0   1  54  f   ortho  4103.172584   0.001774  4         g    pi_g
